product_number,name,description,price,category_name,category_id,parent_category_id,variant,manufacturer,tag
P0001098,Product 1098,Description of Product 1098,362.44,Kitchen,1003,1003,Color:Black;Size:M;Material:Steel,Sony,Electronics;Home
P0001099,Product 1099,Description of Product 1099,341.78,Home Appliances,1002,1005,Color:Blue;Size:M;Voltage:110V,Ikea,Living Room;Home
P0001100,Product 1100,Description of Product 1100,857.31,Electronics,1001,1003,Color:Blue;Size:S,Samsung,Utensils;Living Room
P0001101,Product 1101,Description of Product 1101,846.86,Electronics,1001,1001,Color:Black;Size:XL,Samsung,Home;Utensils
P0001102,Product 1102,Description of Product 1102,935.23,Toys,1005,1004,Color:Black;Size:L,Samsung,Utensils;Furniture
P0001103,Product 1103,Description of Product 1103,136.34,Toys,1005,1002,Color:Red;Size:M,Samsung,Living Room;Gadgets
P0001104,Product 1104,Description of Product 1104,421.32,Kitchen,1003,,Color:Brown;Size:M;Material:Steel,Sony,Utensils;Electronics
P0001105,Product 1105,Description of Product 1105,643.91,Home Appliances,1002,1003,Color:Red;Size:M;Voltage:110V,Sony,Electronics;Home
P0001106,Product 1106,Description of Product 1106,154.94,Electronics,1001,1002,Color:Red;Size:S,Samsung,Furniture;Kitchen
P0001107,Product 1107,Description of Product 1107,862.28,Kitchen,1003,1005,Color:Brown;Size:S;Material:Wood,Ikea,Home;Electronics
P0001108,Product 1108,Description of Product 1108,252.67,Electronics,1001,1005,Color:Blue;Size:M,Ikea,Utensils;Gadgets
P0001109,Product 1109,Description of Product 1109,419.58,Toys,1005,1002,Color:Brown;Size:L,Ikea,Gadgets;Living Room
P0001110,Product 1110,Description of Product 1110,263.95,Books,1006,1004,Color:Brown;Size:XL,Philips,Utensils;Living Room
P0001111,Product 1111,Description of Product 1111,971.18,Furniture,1004,1004,Color:Blue;Size:M;Material:Plastic,Panasonic,Gadgets;Living Room
P0001112,Product 1112,Description of Product 1112,531.04,Toys,1005,1004,Color:Black;Size:S,Sony,Furniture;Electronics
P0001113,Product 1113,Description of Product 1113,576.35,Furniture,1004,1001,Color:Blue;Size:S;Material:Plastic,Samsung,Gadgets;Smartphones
P0001114,Product 1114,Description of Product 1114,353.59,Toys,1005,1001,Color:Brown;Size:L,Ikea,Kitchen;Utensils
P0001115,Product 1115,Description of Product 1115,259.09,Electronics,1001,1002,Color:Blue;Size:L,Sony,Home;Smartphones
P0001116,Product 1116,Description of Product 1116,515.78,Books,1006,1005,Color:Blue;Size:L,Philips,Gadgets;Smartphones
P0001117,Product 1117,Description of Product 1117,713.95,Kitchen,1003,1004,Color:Blue;Size:L;Material:Wood,Panasonic,Utensils;Furniture
P0001118,Product 1118,Description of Product 1118,796.37,Books,1006,1005,Color:White;Size:L,Samsung,Kitchen;Living Room
P0001119,Product 1119,Description of Product 1119,925.54,Electronics,1001,1005,Color:Brown;Size:L,Samsung,Gadgets;Living Room
P0001120,Product 1120,Description of Product 1120,510.04,Electronics,1001,1003,Color:White;Size:S,Panasonic,Furniture;Gadgets
P0001121,Product 1121,Description of Product 1121,513.05,Home Appliances,1002,1004,Color:Brown;Size:XL;Voltage:110V,Sony,Smartphones;Kitchen
P0001122,Product 1122,Description of Product 1122,80.8,Books,1006,1002,Color:Blue;Size:S,Philips,Utensils;Electronics
P0001123,Product 1123,Description of Product 1123,910.58,Home Appliances,1002,1002,Color:Brown;Size:S;Voltage:110V,Sony,Living Room;Kitchen
P0001124,Product 1124,Description of Product 1124,65.05,Home Appliances,1002,1004,Color:Brown;Size:L;Voltage:110V,Panasonic,Utensils;Smartphones
P0001125,Product 1125,Description of Product 1125,397.91,Kitchen,1003,,Color:Black;Size:XL;Material:Plastic,Samsung,Living Room;Gadgets
P0001126,Product 1126,Description of Product 1126,939.56,Home Appliances,1002,1002,Color:Black;Size:S;Voltage:110V,Samsung,Home;Kitchen
P0001127,Product 1127,Description of Product 1127,511.75,Home Appliances,1002,,Color:White;Size:S;Voltage:220V,Ikea,Smartphones;Utensils
P0001128,Product 1128,Description of Product 1128,564.31,Home Appliances,1002,1005,Color:Red;Size:XL;Voltage:110V,Panasonic,Furniture;Electronics
P0001129,Product 1129,Description of Product 1129,727.91,Furniture,1004,1003,Color:Red;Size:S;Material:Plastic,Samsung,Gadgets;Kitchen
P0001130,Product 1130,Description of Product 1130,474.37,Toys,1005,,Color:Brown;Size:S,Sony,Smartphones;Kitchen
P0001131,Product 1131,Description of Product 1131,121.6,Books,1006,1002,Color:Brown;Size:L,Philips,Home;Electronics
P0001132,Product 1132,Description of Product 1132,714.22,Books,1006,,Color:Black;Size:XL,Panasonic,Utensils;Furniture
P0001133,Product 1133,Description of Product 1133,690.95,Kitchen,1003,1005,Color:Blue;Size:M;Material:Steel,Samsung,Utensils;Smartphones
P0001134,Product 1134,Description of Product 1134,458.15,Books,1006,1001,Color:White;Size:M,Panasonic,Utensils;Gadgets
P0001135,Product 1135,Description of Product 1135,209.56,Toys,1005,1004,Color:White;Size:M,Samsung,Kitchen;Utensils
P0001136,Product 1136,Description of Product 1136,524.02,Home Appliances,1002,1004,Color:White;Size:XL;Voltage:110V,Samsung,Gadgets;Kitchen
P0001137,Product 1137,Description of Product 1137,403.68,Kitchen,1003,1003,Color:Brown;Size:L;Material:Plastic,LG,Home;Living Room
P0001138,Product 1138,Description of Product 1138,700.41,Books,1006,1003,Color:Red;Size:L,Panasonic,Electronics;Kitchen
P0001139,Product 1139,Description of Product 1139,891.73,Electronics,1001,1005,Color:Black;Size:L,Philips,Smartphones;Kitchen
P0001140,Product 1140,Description of Product 1140,283.3,Electronics,1001,,Color:White;Size:M,LG,Kitchen;Furniture
P0001141,Product 1141,Description of Product 1141,82.65,Electronics,1001,1004,Color:White;Size:L,Ikea,Living Room;Furniture
P0001142,Product 1142,Description of Product 1142,822.14,Furniture,1004,,Color:White;Size:M;Material:Wood,Samsung,Home;Utensils
P0001143,Product 1143,Description of Product 1143,867.73,Books,1006,1004,Color:Red;Size:L,Philips,Living Room;Kitchen
P0001144,Product 1144,Description of Product 1144,413.14,Toys,1005,,Color:White;Size:M,Sony,Furniture;Electronics
P0001145,Product 1145,Description of Product 1145,284.24,Books,1006,1002,Color:White;Size:M,Panasonic,Electronics;Kitchen
P0001146,Product 1146,Description of Product 1146,539.33,Books,1006,,Color:Blue;Size:L,Philips,Electronics;Home
P0001147,Product 1147,Description of Product 1147,354.57,Books,1006,,Color:Red;Size:S,LG,Living Room;Furniture
P0001148,Product 1148,Description of Product 1148,522.44,Books,1006,1004,Color:Brown;Size:XL,LG,Gadgets;Electronics
P0001149,Product 1149,Description of Product 1149,144.15,Toys,1005,1002,Color:Blue;Size:L,Sony,Utensils;Electronics
P0001150,Product 1150,Description of Product 1150,430.82,Electronics,1001,1004,Color:Blue;Size:M,Ikea,Furniture;Smartphones
P0001151,Product 1151,Description of Product 1151,131.46,Electronics,1001,1002,Color:White;Size:L,Panasonic,Gadgets;Home
P0001152,Product 1152,Description of Product 1152,913.86,Electronics,1001,1004,Color:Brown;Size:M,Philips,Gadgets;Utensils
P0001153,Product 1153,Description of Product 1153,338.33,Books,1006,1002,Color:White;Size:L,Samsung,Kitchen;Smartphones
P0001154,Product 1154,Description of Product 1154,646.77,Furniture,1004,1003,Color:Brown;Size:S;Material:Steel,Ikea,Smartphones;Electronics
P0001155,Product 1155,Description of Product 1155,848.66,Electronics,1001,1002,Color:Black;Size:L,Panasonic,Smartphones;Furniture
P0001156,Product 1156,Description of Product 1156,729.05,Furniture,1004,1001,Color:Red;Size:M;Material:Plastic,Samsung,Electronics;Kitchen
P0001157,Product 1157,Description of Product 1157,148.23,Furniture,1004,1002,Color:Brown;Size:L;Material:Steel,Samsung,Electronics;Furniture
P0001158,Product 1158,Description of Product 1158,975.96,Electronics,1001,1001,Color:White;Size:L,LG,Gadgets;Kitchen
P0001159,Product 1159,Description of Product 1159,141.83,Furniture,1004,1005,Color:Black;Size:L;Material:Wood,Samsung,Utensils;Living Room
P0001160,Product 1160,Description of Product 1160,321.67,Kitchen,1003,1002,Color:Blue;Size:S;Material:Plastic,Panasonic,Furniture;Living Room
P0001161,Product 1161,Description of Product 1161,945.79,Electronics,1001,1001,Color:Blue;Size:L,Sony,Living Room;Furniture
P0001162,Product 1162,Description of Product 1162,412.55,Electronics,1001,1005,Color:Red;Size:S,Sony,Utensils;Kitchen
P0001163,Product 1163,Description of Product 1163,849.75,Furniture,1004,1004,Color:Red;Size:S;Material:Steel,Sony,Utensils;Furniture
P0001164,Product 1164,Description of Product 1164,629.98,Toys,1005,1005,Color:White;Size:L,Samsung,Electronics;Furniture
P0001165,Product 1165,Description of Product 1165,504.11,Toys,1005,1004,Color:Black;Size:M,Ikea,Furniture;Utensils
P0001166,Product 1166,Description of Product 1166,907.32,Home Appliances,1002,1002,Color:White;Size:XL;Voltage:220V,Panasonic,Electronics;Living Room
P0001167,Product 1167,Description of Product 1167,923.46,Toys,1005,1004,Color:Brown;Size:XL,Sony,Living Room;Kitchen
P0001168,Product 1168,Description of Product 1168,278.31,Kitchen,1003,1001,Color:Red;Size:S;Material:Plastic,Panasonic,Furniture;Living Room
P0001169,Product 1169,Description of Product 1169,882.17,Home Appliances,1002,,Color:White;Size:L;Voltage:220V,Ikea,Utensils;Living Room
P0001170,Product 1170,Description of Product 1170,671.17,Furniture,1004,1002,Color:Red;Size:S;Material:Steel,Samsung,Electronics;Utensils
P0001171,Product 1171,Description of Product 1171,790.63,Books,1006,1004,Color:Black;Size:S,Sony,Smartphones;Living Room
P0001172,Product 1172,Description of Product 1172,989.55,Electronics,1001,,Color:Brown;Size:S,Samsung,Smartphones;Electronics
P0001173,Product 1173,Description of Product 1173,755.44,Kitchen,1003,1004,Color:White;Size:XL;Material:Steel,LG,Smartphones;Living Room
P0001174,Product 1174,Description of Product 1174,543.61,Electronics,1001,1003,Color:Black;Size:S,Ikea,Utensils;Living Room
P0001175,Product 1175,Description of Product 1175,519.38,Electronics,1001,1002,Color:Red;Size:L,LG,Gadgets;Smartphones
P0001176,Product 1176,Description of Product 1176,94.3,Toys,1005,1004,Color:Red;Size:S,LG,Electronics;Smartphones
P0001177,Product 1177,Description of Product 1177,824.2,Home Appliances,1002,1003,Color:Black;Size:L;Voltage:220V,Ikea,Kitchen;Furniture
P0001178,Product 1178,Description of Product 1178,686.92,Furniture,1004,1002,Color:Brown;Size:M;Material:Steel,LG,Electronics;Smartphones
P0001179,Product 1179,Description of Product 1179,628.35,Home Appliances,1002,1004,Color:Blue;Size:S;Voltage:220V,Philips,Smartphones;Living Room
P0001180,Product 1180,Description of Product 1180,243.31,Toys,1005,1003,Color:Red;Size:M,Sony,Furniture;Electronics
P0001181,Product 1181,Description of Product 1181,775.2,Electronics,1001,1004,Color:Black;Size:L,Sony,Utensils;Furniture
P0001182,Product 1182,Description of Product 1182,109.59,Furniture,1004,1002,Color:Brown;Size:L;Material:Plastic,Philips,Kitchen;Gadgets
P0001183,Product 1183,Description of Product 1183,712.83,Kitchen,1003,1004,Color:Red;Size:XL;Material:Steel,LG,Living Room;Furniture
P0001184,Product 1184,Description of Product 1184,987.92,Kitchen,1003,1001,Color:Red;Size:S;Material:Steel,Ikea,Living Room;Utensils
P0001185,Product 1185,Description of Product 1185,129.13,Books,1006,1005,Color:White;Size:XL,LG,Furniture;Electronics
P0001186,Product 1186,Description of Product 1186,69.22,Kitchen,1003,1005,Color:Brown;Size:S;Material:Steel,Ikea,Utensils;Kitchen
P0001187,Product 1187,Description of Product 1187,46.48,Kitchen,1003,1001,Color:White;Size:L;Material:Steel,Samsung,Electronics;Kitchen
P0001188,Product 1188,Description of Product 1188,339.48,Kitchen,1003,1004,Color:Brown;Size:L;Material:Plastic,Ikea,Smartphones;Electronics
P0001189,Product 1189,Description of Product 1189,448.58,Furniture,1004,1001,Color:Blue;Size:M;Material:Steel,LG,Kitchen;Gadgets
P0001190,Product 1190,Description of Product 1190,794.31,Toys,1005,1005,Color:Brown;Size:M,Ikea,Furniture;Kitchen
P0001191,Product 1191,Description of Product 1191,334.66,Books,1006,,Color:Brown;Size:L,Panasonic,Gadgets;Utensils
P0001192,Product 1192,Description of Product 1192,139.81,Electronics,1001,1001,Color:Brown;Size:M,Sony,Furniture;Smartphones
P0001193,Product 1193,Description of Product 1193,533.8,Books,1006,1005,Color:Blue;Size:M,Panasonic,Living Room;Furniture
P0001194,Product 1194,Description of Product 1194,88.35,Toys,1005,1002,Color:Blue;Size:M,Panasonic,Furniture;Living Room
P0001195,Product 1195,Description of Product 1195,599.24,Electronics,1001,1001,Color:Red;Size:L,LG,Utensils;Kitchen
P0001196,Product 1196,Description of Product 1196,387.61,Kitchen,1003,1001,Color:Blue;Size:XL;Material:Plastic,Philips,Smartphones;Kitchen
P0001197,Product 1197,Description of Product 1197,801.02,Kitchen,1003,1005,Color:Black;Size:S;Material:Plastic,Panasonic,Kitchen;Utensils
P0001198,Product 1198,Description of Product 1198,169.91,Electronics,1001,1004,Color:White;Size:S,Panasonic,Living Room;Home
P0001199,Product 1199,Description of Product 1199,937.42,Books,1006,1005,Color:Red;Size:L,LG,Gadgets;Home
P0001200,Product 1200,Description of Product 1200,507.73,Toys,1005,1005,Color:Blue;Size:M,Samsung,Living Room;Utensils
P0001201,Product 1201,Description of Product 1201,645.63,Home Appliances,1002,1002,Color:Blue;Size:XL;Voltage:220V,Panasonic,Smartphones;Living Room
P0001202,Product 1202,Description of Product 1202,762.1,Toys,1005,1004,Color:White;Size:L,Ikea,Living Room;Utensils
P0001203,Product 1203,Description of Product 1203,74.09,Books,1006,1005,Color:Red;Size:S,Philips,Electronics;Smartphones
P0001204,Product 1204,Description of Product 1204,382.65,Books,1006,1004,Color:Red;Size:L,Ikea,Kitchen;Gadgets
P0001205,Product 1205,Description of Product 1205,572.84,Furniture,1004,,Color:White;Size:S;Material:Wood,Panasonic,Gadgets;Home
P0001206,Product 1206,Description of Product 1206,575.29,Toys,1005,1002,Color:White;Size:XL,Ikea,Home;Smartphones
P0001207,Product 1207,Description of Product 1207,823.53,Kitchen,1003,1005,Color:Red;Size:M;Material:Plastic,Ikea,Utensils;Kitchen
P0001208,Product 1208,Description of Product 1208,143.94,Electronics,1001,1003,Color:Brown;Size:XL,Ikea,Smartphones;Home
P0001209,Product 1209,Description of Product 1209,47.01,Books,1006,1004,Color:White;Size:M,Philips,Living Room;Home
P0001210,Product 1210,Description of Product 1210,870.79,Furniture,1004,1002,Color:White;Size:S;Material:Plastic,Samsung,Electronics;Smartphones
P0001211,Product 1211,Description of Product 1211,684.79,Kitchen,1003,1005,Color:White;Size:L;Material:Steel,Philips,Kitchen;Electronics
P0001212,Product 1212,Description of Product 1212,551.05,Books,1006,1001,Color:Blue;Size:M,Samsung,Living Room;Gadgets
P0001213,Product 1213,Description of Product 1213,733.3,Furniture,1004,1002,Color:White;Size:M;Material:Wood,Philips,Gadgets;Kitchen
P0001214,Product 1214,Description of Product 1214,925.15,Toys,1005,1003,Color:Red;Size:M,Sony,Home;Gadgets
P0001215,Product 1215,Description of Product 1215,751.9,Kitchen,1003,1002,Color:Brown;Size:S;Material:Steel,Panasonic,Kitchen;Furniture
P0001216,Product 1216,Description of Product 1216,503.51,Electronics,1001,1001,Color:Brown;Size:S,Philips,Smartphones;Living Room
P0001217,Product 1217,Description of Product 1217,149.38,Home Appliances,1002,1005,Color:Red;Size:S;Voltage:220V,Panasonic,Gadgets;Utensils
P0001218,Product 1218,Description of Product 1218,931.9,Electronics,1001,1002,Color:Black;Size:S,Panasonic,Home;Electronics
P0001219,Product 1219,Description of Product 1219,174.06,Kitchen,1003,1005,Color:Red;Size:XL;Material:Steel,LG,Smartphones;Home
P0001220,Product 1220,Description of Product 1220,30.71,Furniture,1004,1001,Color:Blue;Size:L;Material:Wood,LG,Kitchen;Utensils
P0001221,Product 1221,Description of Product 1221,196.13,Toys,1005,1004,Color:White;Size:S,LG,Home;Utensils
P0001222,Product 1222,Description of Product 1222,484.5,Furniture,1004,1002,Color:Red;Size:M;Material:Wood,Philips,Utensils;Kitchen
P0001223,Product 1223,Description of Product 1223,558.79,Furniture,1004,1002,Color:Brown;Size:XL;Material:Wood,Panasonic,Electronics;Smartphones
P0001224,Product 1224,Description of Product 1224,172.03,Kitchen,1003,1003,Color:Brown;Size:L;Material:Plastic,Sony,Smartphones;Kitchen
P0001225,Product 1225,Description of Product 1225,800.26,Books,1006,,Color:Blue;Size:M,Samsung,Smartphones;Furniture
P0001226,Product 1226,Description of Product 1226,845.26,Books,1006,1002,Color:Black;Size:L,Philips,Smartphones;Living Room
P0001227,Product 1227,Description of Product 1227,671.85,Kitchen,1003,1004,Color:Blue;Size:M;Material:Wood,Ikea,Furniture;Kitchen
P0001228,Product 1228,Description of Product 1228,494.98,Books,1006,1004,Color:Brown;Size:M,Panasonic,Utensils;Electronics
P0001229,Product 1229,Description of Product 1229,860.07,Toys,1005,1001,Color:Brown;Size:L,Philips,Smartphones;Furniture
P0001230,Product 1230,Description of Product 1230,276.68,Books,1006,1002,Color:Red;Size:S,Samsung,Utensils;Living Room
P0001231,Product 1231,Description of Product 1231,184.57,Electronics,1001,,Color:Red;Size:XL,Panasonic,Gadgets;Living Room
P0001232,Product 1232,Description of Product 1232,485.63,Books,1006,,Color:Brown;Size:XL,Philips,Living Room;Furniture
P0001233,Product 1233,Description of Product 1233,76.49,Electronics,1001,1004,Color:Red;Size:XL,Sony,Kitchen;Smartphones
P0001234,Product 1234,Description of Product 1234,206.37,Toys,1005,,Color:Red;Size:L,Samsung,Home;Furniture
P0001235,Product 1235,Description of Product 1235,620.05,Home Appliances,1002,,Color:Black;Size:L;Voltage:110V,Ikea,Kitchen;Smartphones
P0001236,Product 1236,Description of Product 1236,386.81,Toys,1005,1002,Color:Red;Size:L,Ikea,Gadgets;Electronics
P0001237,Product 1237,Description of Product 1237,931.16,Electronics,1001,1003,Color:Black;Size:S,Panasonic,Electronics;Kitchen
P0001238,Product 1238,Description of Product 1238,897.95,Books,1006,1002,Color:White;Size:S,Ikea,Home;Living Room
P0001239,Product 1239,Description of Product 1239,940.77,Books,1006,1003,Color:Black;Size:S,LG,Kitchen;Utensils
P0001240,Product 1240,Description of Product 1240,180.88,Electronics,1001,1003,Color:White;Size:S,LG,Kitchen;Electronics
P0001241,Product 1241,Description of Product 1241,699.97,Books,1006,1001,Color:Black;Size:S,Ikea,Smartphones;Living Room
P0001242,Product 1242,Description of Product 1242,960.25,Electronics,1001,1002,Color:Blue;Size:XL,LG,Smartphones;Furniture
P0001243,Product 1243,Description of Product 1243,441.1,Kitchen,1003,1004,Color:White;Size:XL;Material:Steel,Philips,Utensils;Kitchen
P0001244,Product 1244,Description of Product 1244,136.0,Toys,1005,1005,Color:Red;Size:L,Sony,Electronics;Utensils
P0001245,Product 1245,Description of Product 1245,303.03,Toys,1005,1005,Color:Red;Size:L,Philips,Home;Living Room
P0001246,Product 1246,Description of Product 1246,852.14,Toys,1005,1001,Color:Brown;Size:XL,Samsung,Kitchen;Utensils
P0001247,Product 1247,Description of Product 1247,381.88,Kitchen,1003,1003,Color:Brown;Size:M;Material:Plastic,Panasonic,Kitchen;Gadgets
P0001248,Product 1248,Description of Product 1248,926.61,Home Appliances,1002,1004,Color:White;Size:L;Voltage:220V,Panasonic,Home;Kitchen
P0001249,Product 1249,Description of Product 1249,430.26,Home Appliances,1002,,Color:Blue;Size:M;Voltage:110V,LG,Furniture;Living Room
P0001250,Product 1250,Description of Product 1250,829.93,Books,1006,,Color:Red;Size:M,Philips,Electronics;Kitchen
P0001251,Product 1251,Description of Product 1251,973.13,Kitchen,1003,1001,Color:Blue;Size:L;Material:Plastic,Panasonic,Electronics;Home
P0001252,Product 1252,Description of Product 1252,170.13,Furniture,1004,1002,Color:Red;Size:XL;Material:Plastic,Ikea,Smartphones;Kitchen
P0001253,Product 1253,Description of Product 1253,628.11,Home Appliances,1002,1005,Color:White;Size:L;Voltage:220V,Samsung,Smartphones;Gadgets
P0001254,Product 1254,Description of Product 1254,466.41,Toys,1005,,Color:Blue;Size:M,Ikea,Gadgets;Furniture
P0001255,Product 1255,Description of Product 1255,211.36,Toys,1005,1005,Color:Blue;Size:L,Philips,Electronics;Home
P0001256,Product 1256,Description of Product 1256,811.24,Electronics,1001,,Color:Black;Size:XL,Sony,Kitchen;Home
P0001257,Product 1257,Description of Product 1257,80.68,Furniture,1004,1002,Color:Brown;Size:L;Material:Steel,Sony,Electronics;Furniture
P0001258,Product 1258,Description of Product 1258,776.84,Furniture,1004,1003,Color:Red;Size:M;Material:Wood,Philips,Home;Utensils
P0001259,Product 1259,Description of Product 1259,167.09,Home Appliances,1002,1001,Color:Black;Size:L;Voltage:110V,LG,Furniture;Smartphones
P0001260,Product 1260,Description of Product 1260,539.98,Books,1006,1004,Color:Red;Size:L,Samsung,Utensils;Furniture
P0001261,Product 1261,Description of Product 1261,539.66,Books,1006,1002,Color:Red;Size:S,Sony,Kitchen;Gadgets
P0001262,Product 1262,Description of Product 1262,508.75,Furniture,1004,1002,Color:Red;Size:XL;Material:Plastic,Ikea,Utensils;Electronics
P0001263,Product 1263,Description of Product 1263,907.48,Furniture,1004,1001,Color:Brown;Size:L;Material:Plastic,Sony,Furniture;Smartphones
P0001264,Product 1264,Description of Product 1264,676.4,Books,1006,1004,Color:White;Size:XL,LG,Smartphones;Gadgets
P0001265,Product 1265,Description of Product 1265,417.19,Home Appliances,1002,1002,Color:Blue;Size:XL;Voltage:110V,Sony,Electronics;Gadgets
P0001266,Product 1266,Description of Product 1266,621.55,Kitchen,1003,1004,Color:Brown;Size:L;Material:Wood,Sony,Smartphones;Gadgets
P0001267,Product 1267,Description of Product 1267,29.34,Home Appliances,1002,1001,Color:Brown;Size:M;Voltage:110V,Ikea,Living Room;Furniture
P0001268,Product 1268,Description of Product 1268,621.82,Furniture,1004,1005,Color:White;Size:S;Material:Wood,Samsung,Home;Living Room
P0001269,Product 1269,Description of Product 1269,120.41,Home Appliances,1002,1001,Color:Blue;Size:S;Voltage:220V,LG,Gadgets;Utensils
P0001270,Product 1270,Description of Product 1270,22.97,Furniture,1004,1005,Color:Blue;Size:L;Material:Wood,Ikea,Home;Gadgets
P0001271,Product 1271,Description of Product 1271,744.7,Books,1006,,Color:Blue;Size:L,Panasonic,Furniture;Home
P0001272,Product 1272,Description of Product 1272,755.58,Kitchen,1003,1004,Color:Black;Size:S;Material:Wood,Samsung,Kitchen;Furniture
P0001273,Product 1273,Description of Product 1273,60.46,Home Appliances,1002,1001,Color:Brown;Size:XL;Voltage:110V,Sony,Electronics;Kitchen
P0001274,Product 1274,Description of Product 1274,678.08,Kitchen,1003,1003,Color:Red;Size:S;Material:Plastic,Sony,Living Room;Utensils
P0001275,Product 1275,Description of Product 1275,996.55,Books,1006,1005,Color:Red;Size:XL,Panasonic,Home;Smartphones
P0001276,Product 1276,Description of Product 1276,644.74,Furniture,1004,1004,Color:Black;Size:L;Material:Wood,Philips,Gadgets;Furniture
P0001277,Product 1277,Description of Product 1277,387.04,Books,1006,1001,Color:Black;Size:S,Sony,Living Room;Smartphones
P0001278,Product 1278,Description of Product 1278,782.07,Books,1006,1005,Color:Brown;Size:M,Panasonic,Furniture;Utensils
P0001279,Product 1279,Description of Product 1279,554.49,Electronics,1001,,Color:Blue;Size:L,Sony,Home;Electronics
P0001280,Product 1280,Description of Product 1280,837.42,Electronics,1001,1005,Color:Brown;Size:L,Panasonic,Furniture;Gadgets
P0001281,Product 1281,Description of Product 1281,35.45,Books,1006,1005,Color:Red;Size:L,Ikea,Utensils;Furniture
P0001282,Product 1282,Description of Product 1282,938.21,Home Appliances,1002,1001,Color:Red;Size:S;Voltage:110V,Ikea,Smartphones;Furniture
P0001283,Product 1283,Description of Product 1283,417.52,Furniture,1004,1001,Color:Black;Size:M;Material:Wood,LG,Living Room;Home
P0001284,Product 1284,Description of Product 1284,397.51,Kitchen,1003,,Color:Red;Size:S;Material:Wood,Samsung,Gadgets;Kitchen
P0001285,Product 1285,Description of Product 1285,489.47,Kitchen,1003,1001,Color:Black;Size:L;Material:Wood,Sony,Electronics;Living Room
P0001286,Product 1286,Description of Product 1286,274.88,Electronics,1001,1002,Color:Red;Size:L,Philips,Electronics;Kitchen
P0001287,Product 1287,Description of Product 1287,452.55,Books,1006,1001,Color:Brown;Size:L,Ikea,Electronics;Gadgets
P0001288,Product 1288,Description of Product 1288,896.31,Books,1006,1005,Color:Brown;Size:XL,Panasonic,Living Room;Gadgets
P0001289,Product 1289,Description of Product 1289,89.08,Toys,1005,1001,Color:Black;Size:L,Philips,Living Room;Smartphones
P0001290,Product 1290,Description of Product 1290,174.5,Toys,1005,1001,Color:Blue;Size:L,Samsung,Home;Smartphones
P0001291,Product 1291,Description of Product 1291,559.98,Toys,1005,1003,Color:White;Size:M,Samsung,Electronics;Furniture
P0001292,Product 1292,Description of Product 1292,899.58,Home Appliances,1002,1003,Color:White;Size:L;Voltage:110V,Sony,Furniture;Gadgets
P0001293,Product 1293,Description of Product 1293,604.01,Toys,1005,1003,Color:Red;Size:XL,Philips,Home;Living Room
P0001294,Product 1294,Description of Product 1294,285.03,Home Appliances,1002,,Color:White;Size:L;Voltage:220V,Ikea,Furniture;Kitchen
P0001295,Product 1295,Description of Product 1295,740.77,Furniture,1004,1002,Color:Black;Size:S;Material:Plastic,Sony,Smartphones;Furniture
P0001296,Product 1296,Description of Product 1296,519.72,Toys,1005,1004,Color:White;Size:L,Panasonic,Furniture;Gadgets
P0001297,Product 1297,Description of Product 1297,347.02,Books,1006,1001,Color:Blue;Size:XL,Ikea,Electronics;Kitchen
P0001298,Product 1298,Description of Product 1298,196.48,Furniture,1004,1001,Color:Red;Size:S;Material:Steel,LG,Utensils;Gadgets
P0001299,Product 1299,Description of Product 1299,187.04,Kitchen,1003,1005,Color:White;Size:M;Material:Plastic,Samsung,Living Room;Gadgets
P0001300,Product 1300,Description of Product 1300,33.53,Books,1006,1003,Color:Blue;Size:M,Sony,Smartphones;Furniture
P0001301,Product 1301,Description of Product 1301,707.46,Kitchen,1003,1003,Color:Red;Size:XL;Material:Steel,Ikea,Gadgets;Smartphones
P0001302,Product 1302,Description of Product 1302,205.14,Electronics,1001,1005,Color:Red;Size:XL,Ikea,Electronics;Smartphones
P0001303,Product 1303,Description of Product 1303,822.05,Home Appliances,1002,,Color:Red;Size:L;Voltage:220V,Ikea,Living Room;Smartphones
P0001304,Product 1304,Description of Product 1304,946.52,Home Appliances,1002,1004,Color:Red;Size:L;Voltage:220V,Panasonic,Kitchen;Utensils
P0001305,Product 1305,Description of Product 1305,901.49,Electronics,1001,1001,Color:White;Size:M,LG,Furniture;Utensils
P0001306,Product 1306,Description of Product 1306,740.0,Furniture,1004,,Color:Black;Size:XL;Material:Wood,Sony,Home;Smartphones
P0001307,Product 1307,Description of Product 1307,341.78,Electronics,1001,1002,Color:White;Size:L,Philips,Furniture;Smartphones
P0001308,Product 1308,Description of Product 1308,728.17,Toys,1005,1003,Color:Black;Size:L,Panasonic,Utensils;Electronics
P0001309,Product 1309,Description of Product 1309,558.44,Books,1006,1003,Color:White;Size:XL,Sony,Utensils;Kitchen
P0001310,Product 1310,Description of Product 1310,957.28,Toys,1005,,Color:Red;Size:M,Samsung,Kitchen;Furniture
P0001311,Product 1311,Description of Product 1311,252.18,Kitchen,1003,1004,Color:Blue;Size:L;Material:Wood,Panasonic,Electronics;Gadgets
P0001312,Product 1312,Description of Product 1312,537.95,Kitchen,1003,1002,Color:Black;Size:XL;Material:Plastic,Ikea,Smartphones;Utensils
P0001313,Product 1313,Description of Product 1313,15.27,Home Appliances,1002,1003,Color:Red;Size:M;Voltage:220V,Panasonic,Furniture;Kitchen
